Ряд скользящих средних,Разница между исходным рядом и рядом скользящих средних,Сезонный фактор
418825114683.6140,221454015123.38600,1411013878.87219
372919619689.3860,174120609891.11400,7530996327.72118
361702122738.3430,-284751300257.54300,-808374796.88421
325324794582.7000,-19389712353.90000,-1831962160.25664
266581537630.8290,-142114278903.02900,1197964330.26429
285534179738.0290,52226550157.17150,1335828382.99124
279696148301.3000,-34855838942.50000,-8835465962.70805
237404230986.7430,-8327899842.84286,1411013878.87219
255987569929.5000,423721154401.40000,7530996327.72118
298885937704.9860,-262801335281.28600,-808374796.88421
312080232764.8860,-302188571737.98600,-1831962160.25664
286381315090.2710,-31830683763.17140,1197964330.26429
259055059088.0000,378994245235.60000,1335828382.99124
304453295545.1000,32747079232.99990,-8835465962.70805
369253917231.5000,-320070009809.90000,1411013878.87219
390576591308.6710,97848341006.32860,7530996327.72118
309336250013.2290,44536007610.17140,-808374796.88421
267173657361.0430,196322355470.65700,-1831962160.25664
265645279244.9860,138164070622.31400,1197964330.26429
255771424767.1000,-186404509511.60000,1335828382.99124
270297293639.9140,-228235067427.11400,-8835465962.70805
296501113861.6140,-258015853252.41400,1411013878.87219
291725235733.4140,127582715236.38600,7530996327.72118
379883284515.4710,75670055217.62860,-808374796.88421
416421663841.7710,230501090541.82900,-1831962160.25664
470377975559.4000,-99999772589.49990,1197964330.26429
491833230181.2140,194640026548.68600,1335828382.99124
435026256876.8430,-137195375379.94300,-8835465962.70805
428700455061.1290,-12521012428.52860,1411013878.87219
452393157521.9290,117101575800.57100,7530996327.72118
426330561370.1570,-368426034767.65700,-808374796.88421
449341525581.5430,153300616092.05700,-1831962160.25664
407936981894.6140,128290138300.88600,1197964330.26429
377173836443.3140,126861247224.18600,1335828382.99124
443422317421.8860,15485313554.71420,-8835465962.70805
360381286711.6430,-234033649887.54300,1411013878.87219
349853231364.0000,4299483799.40002,7530996327.72118
296617555452.5140,225026337999.98600,-808374796.88421
258453593158.9430,-237098666457.04300,-1831962160.25664
275278591935.8140,187252140826.18600,1197964330.26429
250615146752.3000,-119229794465.20000,1335828382.99124
269622833807.4710,-77862938885.87140,-8835465962.70805
318854882213.0710,-74732253950.87140,1411013878.87219
309592537800.6140,-128083938921.81400,7530996327.72118
352094075130.0860,302603627708.61400,-808374796.88421
399597175286.8430,-33617909745.74290,-1831962160.25664
431963449799.6000,-34269127924.80000,1197964330.26429
436915404564.1290,-8019290970.72852,1335828382.99124
376467667325.1290,147813928693.77100,-8835465962.70805
409941930747.8720,60744619103.62850,1411013878.87219
408450311771.2710,-192278029540.77100,7530996327.72118
443866048704.2000,-212302506538.50000,-808374796.88421
418775065954.0860,181524043546.21400,-1831962160.25664
413890392495.3860,-26637403456.78580,1197964330.26429
391636609236.0430,285169662887.85700,1335828382.99124
369282951477.7860,-20638234709.68570,-8835465962.70805
373638026908.0000,62855808732.60000,1411013878.87219
347114488336.3860,-286718688921.28600,7530996327.72118
301773757735.5430,-226685819877.64300,-808374796.88421
296566519680.5710,334218117831.22900,-1831962160.25664
234851869302.5140,-33263650265.21430,1197964330.26429
308345005291.1000,51076152626.90000,1335828382.99124
385422425412.2290,-73228375028.92860,-8835465962.70805
348440829454.2290,-343949546460.02900,1411013878.87219
375536005625.8000,199311745709.40000,7530996327.72118
350036939325.4430,264592939380.35700,-808374796.88421
366494767006.8710,5418698798.92853,-1831962160.25664
384923603587.1000,6330848651.20001,1197964330.26429
373623812819.5000,-192696119004.00000,1335828382.99124
317001623794.9710,110397220358.32900,-8835465962.70805
331326805980.2140,-197833666924.41400,1411013878.87219
297371874733.7140,198377341228.28600,7530996327.72118
275228616740.2140,-56954061206.11430,-808374796.88421
215860950486.1290,256328790616.37100,-1831962160.25664
295937105292.5860,-142367171779.78600,1197964330.26429
264238471612.3000,-238313583751.30000,1335828382.99124
288133989516.8430,-276308809142.14300,-8835465962.70805
307383616475.0570,386642606225.94300,1411013878.87219
304230882062.5710,-30372101862.57140,7530996327.72118
325270956038.9000,60272224827.00010,-808374796.88421
359751906939.0710,247185222870.92900,-1831962160.25664
294356635906.8290,-162855843281.42900,1197964330.26429
346718780720.2000,-173513375024.90000,1335828382.99124
303745543320.0710,-50553706644.17140,-8835465962.70805
292123572612.3290,-55864247137.02860,1411013878.87219
325009197883.8140,315384596009.78600,7530996327.72118
307265104624.2000,-222534585559.20000,-808374796.88421
302572787882.8290,223010546972.97100,-1831962160.25664
330624266967.7430,31075902558.05710,1197964330.26429
250508102123.5140,-201511349245.51400,1335828382.99124
284991203969.4860,-64645584483.18570,-8835465962.70805
255371181946.0860,177248497123.61400,1411013878.87219
263700193962.8570,-184119553978.85700,7530996327.72118
307158929502.1140,18953302484.68570,-808374796.88421
364543605644.3000,-46300424952.30000,-1831962160.25664
322031619802.7140,97971633840.48570,1197964330.26429
334528004622.4860,18679897030.31430,1335828382.99124
325996171636.0570,296042180845.54300,-8835465962.70805
342521940514.5430,-207486162335.94300,1411013878.87219
343716334350.6570,-176661000628.25700,7530996327.72118
323719632484.3000,-57330231402.49990,-808374796.88421
274972311895.3860,158951250946.01400,-1831962160.25664
318509851381.9140,109854159114.08600,1197964330.26429
361687253733.1140,-148456265144.81400,1335828382.99124
361192684282.0430,-80385575922.84280,-8835465962.70805
303847416283.0000,135951138301.30000,1411013878.87219
340975040947.1570,128322109233.64300,7530996327.72118
360525889715.8290,-97598474791.52860,-808374796.88421
372637219710.2570,-340130532862.15700,-1831962160.25664
396648192611.0290,291609190534.07100,1197964330.26429
380448665658.3860,-30361735689.38570,1335828382.99124
438073734923.2860,-72487316603.08570,-8835465962.70805
451624163630.5000,156251201259.20000,1411013878.87219
431092154163.2430,-75191692650.94280,7530996327.72118
426114977087.9000,240187922690.70000,-808374796.88421
413490920067.3430,-286131232268.74300,-1831962160.25664
405381007370.0290,139152309504.27100,1197964330.26429
424009466368.6140,-108762775927.01400,1335828382.99124
393305111743.8860,-116087092567.58600,-8835465962.70805
438220293446.8140,112885682561.68600,1411013878.87219
438383466718.1860,47916207784.21440,7530996327.72118
456342464420.4290,-4970047014.92859,-808374796.88421
488428497566.1570,-46662537847.05710,-1831962160.25664
431514057497.8710,114161472276.02900,1197964330.26429
379784092578.3430,61175581778.95710,1335828382.99124
386821193396.0860,114999057800.31400,-8835465962.70805
373363549035.5860,-220658653505.08600,1411013878.87219
326734457020.6140,-202544536954.91400,7530996327.72118
289522141641.8290,211109981487.87100,-808374796.88421
269847800030.6710,77714649164.92850,-1831962160.25664
292852077807.7570,-73580192138.65720,1197964330.26429
335264957478.8290,-154791490773.02900,1335828382.99124
338812058403.7570,25287801514.54280,-8835465962.70805
357331595036.6000,-43596755066.50010,1411013878.87219
366447518364.0570,54632559399.14290,7530996327.72118
439517662529.8710,85944167074.32860,-808374796.88421
392974631084.2860,84224574541.21430,-1831962160.25664
396786379099.0290,-113703030137.72900,1197964330.26429
367026668833.9430,324937807032.55700,1335828382.99124
365700259264.6570,-327401619465.45700,-8835465962.70805
346729461200.5140,-6312385127.21429,1411013878.87219
403943281754.6570,-191181175847.05700,7530996327.72118
349560055380.0140,166616907239.18600,-808374796.88421
422583916734.9570,-78180297558.45720,-1831962160.25664
468323091928.3710,215257000911.92900,1197964330.26429
492976300860.0570,-181694409616.05700,1335828382.99124
480925229938.2290,68540439345.57150,-8835465962.70805
453659137332.6860,206932165094.51400,1411013878.87219
435780572600.1430,-50446004170.74290,7530996327.72118
438875209773.4710,-7055743607.07135,-808374796.88421
370635143554.2430,-217094172616.54300,-1831962160.25664
317873291525.5290,240556848186.97100,1197964330.26429
313501648853.0860,19442702604.21420,1335828382.99124
258429321851.0000,-186644116101.80000,-8835465962.70805
294676702207.3860,-3418363981.18573,1411013878.87219
234784939262.3000,119948130460.00000,7530996327.72118
218956160185.7860,-172642983033.98600,-808374796.88421
271618954553.1570,135653678879.24300,-1831962160.25664
233641599007.2430,-94453799910.34290,1197964330.26429
270782010727.0860,-48639112805.38570,1335828382.99124
325597504117.0430,114827262203.75700,-8835465962.70805
320772131971.3710,-295355282566.57100,1411013878.87219
380499672830.1290,234216278931.07100,7530996327.72118
373921760021.7430,56099870859.75720,-808374796.88421
340196758541.3860,33298269871.31430,-1831962160.25664
373370426297.7290,183910158810.47100,1197964330.26429
309283221366.1570,-133185713103.15700,1335828382.99124
318119938353.3290,-113770182395.02900,-8835465962.70805
274915066290.6860,-17282542591.48570,1411013878.87219
275483853031.1430,-109378335790.94300,7530996327.72118
261587328332.1710,230291321459.52900,-808374796.88421
312285362605.3290,-241224438631.12900,-1831962160.25664
293731603192.8000,267530489098.60000,1197964330.26429
301499078345.1710,-222677242974.97100,1335828382.99124
263779078425.9570,295456917444.44300,-8835465962.70805
277734745585.4000,-149978537773.90000,1411013878.87219
246883990726.5290,-26406147419.72860,7530996327.72118
298842451908.7000,-71003801551.50000,-808374796.88421
266653690203.6140,-97903096113.31430,-1831962160.25664
297311848434.1710,47994959845.12850,1197964330.26429
286548769869.1140,155982293776.28600,1335828382.99124
343281144616.9570,-9366480682.15717,-8835465962.70805
323503585981.3570,18859729444.04290,1411013878.87219
330587928575.2570,-185451635223.85700,7530996327.72118
329656534294.6140,295308739297.48600,-808374796.88421
329407342310.5430,-299099658669.44300,-1831962160.25664
369512264918.1000,25384941518.49990,1197964330.26429
419221130755.4290,16790172925.47140,1335828382.99124
355493049898.7000,-23322729852.40000,-8835465962.70805
439405575521.9000,183692198156.40000,1411013878.87219
444317672476.5860,48780681736.11430,7530996327.72118
406187555190.3710,-227318847595.37100,-808374796.88421
362023241075.3290,255672121928.17100,-1831962160.25664
317948014320.7000,111333870798.70000,1197964330.26429
307668239480.6570,-138567756803.25700,1335828382.99124
372204391706.5710,-349184270465.57100,-8835465962.70805
287891015038.5710,26680171357.32860,1411013878.87219
311233125084.7570,109906805247.64300,7530996327.72118
347267466415.8710,283354306760.52900,-808374796.88421
396937045740.5710,-369435319413.07100,-1831962160.25664
426558609075.9140,166118046366.78600,1197964330.26429
465272234568.4430,-43931362573.24290,1335828382.99124
420322221704.1430,-49615045190.24270,-8835465962.70805
473069570125.1430,48852559618.15720,1411013878.87219
461949449937.4860,230185858842.61400,7530996327.72118
458806808214.6140,-142835125088.31400,-808374796.88421
475122581587.8290,-78389416313.32860,-1831962160.25664
412298965131.0140,102536848998.08600,1197964330.26429
356977572498.6860,42364807436.41430,1335828382.99124
378146799226.3860,106770790900.01400,-8835465962.70805
341341073424.2860,-259184258878.68600,1411013878.87219
313948179460.9570,-9062619107.15717,7530996327.72118
291227168802.0710,172929101418.12900,-808374796.88421
233307940721.5860,-94214856061.78570,-1831962160.25664
243813141330.2000,79272415055.60000,1197964330.26429
201487656534.3570,38807648788.54290,1335828382.99124
143297499052.0140,-63814505489.01430,-8835465962.70805
222023151207.7140,-66329932401.81430,1411013878.87219
257811561361.3570,-249204394578.45700,7530996327.72118
323032302843.3290,-266207134999.52900,-808374796.88421
350588125399.9710,339584524349.72900,-1831962160.25664
415409298120.8430,158195129340.45700,1197964330.26429
492235508982.8140,204604986713.88600,1335828382.99124
495186071536.0430,-222812320076.54300,-8835465962.70805
420620373331.0570,188821054520.94300,1411013878.87219
421752517614.4140,124638125202.28600,7530996327.72118
370694171239.3430,-293215065522.94300,-808374796.88421
359301115106.9570,-191088352792.15700,-1831962160.25664
287176276717.8000,294353160727.00000,1197964330.26429
264145429303.6140,75286641767.58580,1335828382.99124
312519399886.2860,-119897041353.48600,-8835465962.70805
310363616036.9570,-205796056909.05700,1411013878.87219
280805676757.1000,104369034160.30000,7530996327.72118
272685486303.6570,143411413491.44300,-808374796.88421
285027326515.7710,-131905051146.27100,-1831962160.25664
335770390661.8570,38853471823.94290,1197964330.26429
312899035820.3710,-30308297923.27150,1335828382.99124
351828998826.3570,-72813758808.75710,-8835465962.70805
418679371823.5140,41089636326.98570,1411013878.87219
455171751296.0140,-230096524269.01400,7530996327.72118
480610992537.4140,207995648299.58600,-808374796.88421
462106908534.3140,158967977815.28600,-1831962160.25664
408650550168.2290,221419968625.07100,1197964330.26429
417580109526.0860,43085317060.81430,1335828382.99124
320191823707.8290,-170705171711.92900,-8835465962.70805
238575742403.7710,-153001242815.87100,1411013878.87219
189579320341.6570,98002822190.34280,7530996327.72118
211221213532.7860,-204332573423.58600,-808374796.88421
194415340557.4290,-144653023336.22900,-1831962160.25664
212936445934.0290,74159118424.47140,1197964330.26429
194767006993.1140,417391671931.68600,1335828382.99124
243347948321.8710,-211502407153.47100,-8835465962.70805
258467401912.2140,-43245164688.11430,1411013878.87219
301630057726.6430,-141233987781.04300,7530996327.72118
300313900076.9710,46641329333.52860,-808374796.88421
331322048149.6430,-175723555796.04300,-1831962160.25664
376264498235.7710,212969656823.72900,1197964330.26429
436741528016.1290,166204047360.97100,1335828382.99124
418600085045.9430,-169697507368.84300,-8835465962.70805
481634447445.8570,48184940381.14280,1411013878.87219
429410215870.5290,154325062537.57100,7530996327.72118
436023734733.7570,-216058606114.55700,-808374796.88421
459682427596.4000,137156601556.60000,-1831962160.25664
432408079454.6710,-208743545422.47100,1197964330.26429
394548600930.0860,254691606489.61400,1335828382.99124
410697909363.6710,3815518351.92859,-8835465962.70805
386487570489.6000,-47588619654.70000,1411013878.87219
372319635541.9290,-53600706805.92860,7530996327.72118
318776744923.6140,14233542730.68570,-808374796.88421
274505377898.1140,152861279136.38600,-1831962160.25664
261053264999.5570,-136564275601.05700,1197964330.26429
286382509825.2570,-11942536733.75720,1335828382.99124
297503016063.9290,-192889157526.82900,-8835465962.70805
249815694753.5860,-5081534208.58572,1411013878.87219
304316283710.2430,191707358805.65700,7530996327.72118
306576085450.7430,104277745874.25700,-808374796.88421
310556539903.3710,-217001132041.27100,-1831962160.25664
357350624402.6290,148642487692.47100,1197964330.26429
319828117353.2290,-29569532078.22860,1335828382.99124
312179934943.6570,-179702895238.15700,-8835465962.70805
371681684889.6430,200611067150.15700,1411013878.87219
353190259989.5290,-119824166819.42900,7530996327.72118
355587128467.2430,1729425990.75714,-808374796.88421
374602831202.3000,135464826281.70000,-1831962160.25664
365626965046.3860,10926172747.91420,1197964330.26429
392592191961.7710,-85555527342.77140,1335828382.99124
347934645981.7290,-82347687130.82860,-8835465962.70805
354355948302.9140,155105740645.48600,1411013878.87219
400360753221.2860,21761928356.51430,7530996327.72118
415436808260.6290,-370723075662.92900,-808374796.88421
475090638509.9290,79926135222.37150,-1831962160.25664
469001244760.7000,229585527462.20000,1197964330.26429
493048755133.2430,-80479705238.84280,1335828382.99124
574032130704.0710,109131639891.92900,-8835465962.70805
499980579715.3290,-33144647011.52860,1411013878.87219
485171333589.6570,105283920595.94300,7530996327.72118
462386756849.0860,149210604744.41400,-808374796.88421
431223015092.7570,-394567098281.65700,-1831962160.25664
417969043583.8290,176953005759.37100,1197964330.26429
353641352563.8860,-100564339853.48600,1335828382.99124
283753846513.1570,181263731788.54300,-8835465962.70805
317879537764.4430,56178594376.85710,1411013878.87219
263563439029.1140,-123402021983.11400,7530996327.72118
292362792038.2860,-169977972799.88600,-808374796.88421
257875811260.7710,17659944309.32860,-1831962160.25664
220713824260.7570,-6004466064.85715,1197964330.26429
205210090379.6570,249462393394.94300,1335828382.99124
226319838265.1000,-2711125406.00000,-8835465962.70805
230869291366.3000,-116945068225.10000,1411013878.87219
272833745741.8570,-241198465863.55700,7530996327.72118
294299084761.3570,-24146030324.85710,-808374796.88421
265684724384.1710,41697202894.32860,-1831962160.25664
257054723483.1430,251405815341.65700,1197964330.26429
333170937069.5430,271758919841.55700,1335828382.99124
354631087031.7000,-331322896812.90000,-8835465962.70805
397919349896.9290,-344405133062.92900,1411013878.87219
343805377259.8710,220643397723.22900,7530996327.72118
321802563474.7290,98571540696.87140,-808374796.88421
336675433508.5430,273724333826.55700,-1831962160.25664
385448659652.1430,-255785929286.74300,1197964330.26429
364866172872.3140,86043987542.78570,1335828382.99124
405249077600.8570,-277830797145.35700,-8835465962.70805
372281352084.5140,22645447754.68570,1411013878.87219
369849733097.3140,50521634426.98570,7530996327.72118
326193516969.5860,376860920301.81400,-808374796.88421
359890928375.4000,19734760345.30000,-1831962160.25664
319038825189.4000,-206397427734.40000,1197964330.26429
265964483164.6570,-120647835643.65700,1335828382.99124
243896717660.2000,119403442636.00000,-8835465962.70805
253408933304.3000,-144446855767.10000,1411013878.87219
250911936422.8430,-202060963071.74300,7530996327.72118
245689653501.8140,302890425238.38600,-808374796.88421
242532484661.7290,203678713567.67100,-1831962160.25664
312859697270.3710,-217697277985.57100,1197964330.26429
317456516006.8140,-208695848933.01400,1335828382.99124
317826398520.6430,23373579894.95710,-8835465962.70805
264443788470.7000,336808777327.00000,1411013878.87219
310544547282.6570,-229515842776.45700,7530996327.72118
372787881778.1710,178381374558.82900,-808374796.88421
402528170772.7710,-329995242892.97100,-1831962160.25664
381939280234.0710,35928450734.42860,1197964330.26429
415598940310.8290,128865068231.57100,1335828382.99124
378834055672.7860,170547945705.01400,-8835465962.70805
450594654589.5710,6535677437.22858,1411013878.87219
485233780589.4860,-168587455545.98600,7530996327.72118
479382585040.5140,-185567521169.81400,-808374796.88421
443740240110.9000,131116880186.40000,-1831962160.25664
381768585430.3000,278573027537.60000,1197964330.26429
431939481689.4570,71566158010.14280,1335828382.99124
436234997441.3430,-136349410570.84300,-8835465962.70805
395137820933.4430,-371809071670.84300,1411013878.87219
366798030302.5290,301044568555.07100,7530996327.72118
309929943888.0710,13953730245.82860,-808374796.88421
278168818971.6710,9008065770.32855,-1831962160.25664
294328315670.1860,167634762881.31400,1197964330.26429
255585686675.9860,-150156651877.58600,1335828382.99124
248616903257.2140,-171059190801.51400,-8835465962.70805
281717322539.6000,-145272096387.40000,1411013878.87219
229311576393.9710,167332619504.22900,7530996327.72118
274267942043.6000,834248158.89996,-808374796.88421
331312812159.8710,187567007558.82900,-1831962160.25664
329510082506.7430,-234387226974.64300,1197964330.26429
346265654698.6290,73857939647.17140,1335828382.99124
368227377235.7710,108644426033.82800,-8835465962.70805
337786679066.3140,-213960560486.01400,1411013878.87219
361996802752.3000,151936398489.10000,7530996327.72118
338825088680.4430,90009159282.05710,-808374796.88421
315785714023.8430,-9990781491.34290,-1831962160.25664
358131186088.0570,-93537464754.05710,1197964330.26429
346499096305.7710,-88577500462.97150,1335828382.99124
292622780860.1570,22973399813.24290,-8835465962.70805
329001928002.3570,91242495027.44290,1411013878.87219
351959683858.4860,80548888906.91430,7530996327.72118
403001586909.8860,-351301547066.68600,-808374796.88421
439892555332.1140,120556407195.78600,-1831962160.25664
452957872539.9860,-27659860213.08570,1197964330.26429
460849610962.7290,154365306239.87100,1335828382.99124
511856930498.3570,61976029130.64290,-8835465962.70805
454742434593.8000,56959208891.10000,1411013878.87219
495836452758.7140,-8085711034.11432,7530996327.72118
428779371794.0140,-20028095201.41440,-808374796.88421
414094053029.6570,-253446561833.65700,-1831962160.25664
437077087885.2710,275879051596.02900,1197964330.26429
406028660098.9290,-260213309649.22900,1335828382.99124
416837695341.2570,54198032937.24290,-8835465962.70805
484604115366.7290,187978772107.47100,1411013878.87219
383680843257.0710,-113269096036.87100,7530996327.72118
384691752363.7710,99722770925.12860,-808374796.88421
341071519951.3140,293940911422.98600,-1831962160.25664
246050671586.0710,-239557436872.37100,1197964330.26429
231106513681.7140,-78214799485.11430,1335828382.99124
190073081572.1860,-24378980180.88570,-8835465962.70805
131491746676.0000,-124054797758.50000,1411013878.87219
207545572578.3710,-41742930688.67140,7530996327.72118
226087572826.8860,-28907074304.68570,-808374796.88421
235384935686.3710,-10441848585.37140,-1831962160.25664
273189118651.8000,265680897378.50000,1197964330.26429
263768641487.4430,18917074448.75720,1335828382.99124
280868753087.5430,-50093111679.84280,-8835465962.70805
284438876490.6140,-12372646815.11430,1411013878.87219
256062640453.2860,-156203338714.08600,7530996327.72118
250175176603.8710,66706103119.02860,-808374796.88421
306080536294.5570,-56146585372.05720,-1831962160.25664
285808895954.1140,54427467814.88570,1197964330.26429
375097732500.9860,-133624263510.68600,1335828382.99124
415350710475.8860,206762448766.61400,-8835465962.70805
407912675283.9570,-277747927991.55700,1411013878.87219
448401434591.0290,276479722976.27100,7530996327.72118
494663523296.7140,103988602250.48600,-808374796.88421
509580689815.2430,-311712985236.24300,-1831962160.25664
537270240096.0710,86387438822.42860,1197964330.26429
472072722027.7570,93235367902.34280,1335828382.99124
411604579346.2000,314928745526.00000,-8835465962.70805
439363270525.7570,-115371671267.55700,1411013878.87219
392727221789.3290,-124228690700.22900,7530996327.72118
350695545846.8860,-175320419070.58600,-808374796.88421
272934535633.1140,119244007202.78600,-1831962160.25664
305622377318.8000,-8417039555.29999,1197964330.26429
310361954484.1000,-39275596151.10000,1335828382.99124
352862043134.4710,-170655789758.67100,-8835465962.70805
314137817366.3290,238668673691.67100,1411013878.87219
275341266413.2430,26334304832.95720,7530996327.72118
273571018962.2860,199304728366.61400,-808374796.88421
296819411151.8710,-175710448692.97100,-1831962160.25664
254615161287.6430,-228985680195.74300,1197964330.26429
302577154576.1710,-43882528399.87140,1335828382.99124
305982020454.7430,38962978248.15720,-8835465962.70805
308773732879.0000,-51396990870.60010,1411013878.87219
338325289274.6290,299084234991.27100,7530996327.72118
388957449449.7570,107752359029.14300,-808374796.88421
372006587060.7290,-231355637632.02900,-1831962160.25664
356441402787.9000,-123951026926.60000,1197964330.26429
309992454340.8000,303127293061.40000,1335828382.99124
248415327649.6000,-22126365669.90000,-8835465962.70805
251426775552.1290,-103006323453.52900,1411013878.87219
288407562194.1710,23859322942.02860,7530996327.72118
276912144451.4570,-211242222810.95700,-808374796.88421
338929685974.0860,-177198601227.68600,-1831962160.25664
418534705326.9000,72821177028.70000,1197964330.26429
389020752670.4430,143631070532.75700,1335828382.99124
458990884485.4710,201420868152.62900,-8835465962.70805
485797358962.7000,219858228605.60000,1411013878.87219
461535687787.1000,-355866471246.10000,7530996327.72118
436402011781.9290,119058832563.77100,-808374796.88421
386941684374.2140,-37565278287.21430,-1831962160.25664
365471456199.4140,-43947272073.01430,1197964330.26429
419722109589.5000,-63006018422.50010,1335828382.99124
402767799418.3140,-88578338634.21430,-8835465962.70805
437953236599.5000,117410753745.20000,1411013878.87219
448072935481.9570,37350854789.64290,7530996327.72118
474060064221.8710,-37279391074.47140,-808374796.88421
488431801324.8570,107242665030.44300,-1831962160.25664
419723355030.8290,-27361278727.22860,1197964330.26429
424559735002.5140,114066257343.88600,1335828382.99124
366223804348.9710,48567816156.02850,-8835465962.70805
324142150190.8000,-249737283904.30000,1411013878.87219
284449302457.2430,234829147616.15700,7530996327.72118
299280310928.9140,-270851152356.31400,-808374796.88421
322377801763.6570,-21274914515.55710,-1831962160.25664
318320357762.9000,-203808215594.20000,1197964330.26429
306047884155.7860,336395167492.31400,1335828382.99124
402830003232.1710,173644053116.02900,-8835465962.70805
443557707063.0710,-397554948781.87100,1411013878.87219
490029918609.0140,-56658783785.41420,7530996327.72118
473217246884.0000,232686745223.30000,-808374796.88421
427162144811.2000,159034669253.20000,-1831962160.25664
490286680042.9290,-50469057052.62850,1197964330.26429
532409662746.0710,-7655313173.07141,1335828382.99124
461848483246.7140,-207760141408.11400,-8835465962.70805
416897916033.5140,70976588869.78570,1411013878.87219
391839312403.9430,336392701341.65700,7530996327.72118
359358693688.7290,-147382958076.92900,-808374796.88421
365066806908.7140,-93523963336.71430,-1831962160.25664
315758262165.6290,-51350864582.32860,1197964330.26429
275918128858.2290,21471889708.27140,1335828382.99124
303917077579.2430,-9871943200.74286,-8835465962.70805
351620875567.3430,-208906183865.64300,1411013878.87219
368919020747.0860,80432059846.71440,7530996327.72118
421687775046.7290,-13719398387.82850,-808374796.88421
395486987543.8570,209982441944.84300,-1831962160.25664
438840560315.5710,-53346146474.07140,1197964330.26429
437416390444.9860,229354908219.01400,1335828382.99124
409905607246.1710,-299265985387.77100,-8835465962.70805
374739823340.0140,71449877763.68570,1411013878.87219
361650021332.0000,77731870167.70000,7530996327.72118
327740518559.0710,-112347624291.87100,-808374796.88421
359324572278.3000,-15630132.70001,-1831962160.25664
341380536057.4290,-47514736272.02860,1197964330.26429
362832142263.6430,66572636989.85710,1335828382.99124
381745197057.8290,-50017199164.82860,-8835465962.70805
427193508729.7290,-106612061172.12900,1411013878.87219
470035030937.5430,119508104005.65700,7530996327.72118
467138396353.7570,-119354118527.25700,-808374796.88421
481860186077.8140,195586937771.08600,-1831962160.25664
452497644733.1710,141258810506.92900,1197964330.26429
379658824397.4710,29469512769.52860,1335828382.99124
409024266881.1710,25756259080.22860,-8835465962.70805
351261570370.0710,-236217912224.97100,1411013878.87219
327410946541.5430,-247739553948.24300,7530996327.72118
294782949202.1710,258559426010.22900,-808374796.88421
294681509743.0290,-21573261471.82850,-1831962160.25664
333562483139.1000,93239605301.30000,1197964330.26429
344557867158.0860,-163825511366.68600,1335828382.99124
336905544274.8000,97164905472.60000,-8835465962.70805
302879576286.5710,84330895631.02860,1411013878.87219
275264399286.7000,-118625318560.50000,7530996327.72118
339148529104.6000,160627585924.80000,-808374796.88421
367671148449.1290,-332744676095.52900,-1831962160.25664
315781307430.1570,-82285457988.85710,1197964330.26429
349170668422.7570,278750596093.94300,1335828382.99124
323761635650.9430,309967149508.15700,-8835465962.70805
415588092143.9570,-391606507359.15700,1411013878.87219
458541354115.7000,-68176746441.30000,7530996327.72118
433812788940.8430,-111899903314.14300,-808374796.88421
347325622186.6860,330386045618.01400,-1831962160.25664
362914289790.1000,171254393453.40000,1197964330.26429
330705651568.9860,124115656723.71400,1335828382.99124
339543615982.8000,-311224998102.80000,-8835465962.70805
261285059937.8570,-128182801929.15700,1411013878.87219
281167418551.8140,-116263278425.21400,7530996327.72118
243045228646.9430,140733407876.45700,-808374796.88421
301479090611.7710,-171577315121.67100,-1831962160.25664
302075467291.6290,371269726249.57100,1197964330.26429
306781502073.1860,-118815523114.58600,1335828382.99124
345478622013.3000,91877029620.50010,-8835465962.70805
335455947305.8290,-198179052538.12900,1411013878.87219
271224143585.0140,-73377759987.51430,7530996327.72118
294919154834.7430,359739321269.45700,-808374796.88421
234585501023.9860,-174842448486.18600,-1831962160.25664
239493528539.2570,-15770961043.75710,1197964330.26429
229713351843.7000,124117705863.00000,1335828382.99124
143602828442.4860,-128582753483.98600,-8835465962.70805
234078429465.4000,-62445342090.80000,1411013878.87219
229597959661.5570,-100212812932.95700,7530996327.72118
274909681267.5570,-223024868971.85700,-808374796.88421
319402149506.1710,373670110192.02900,-1831962160.25664
359573970681.9710,-167214691813.37100,1197964330.26429
438101405187.2430,232911703761.45700,1335828382.99124
526308818414.7140,-199841465785.91400,-8835465962.70805
518189202925.7290,-65353367320.52850,1411013878.87219
543468120680.9860,135609067584.51400,7530996327.72118
496268100594.2140,173068604293.78600,-808374796.88421
512288472458.2430,123946478817.05700,-1831962160.25664
493204215075.6860,-123892511920.28600,1197964330.26429
425076404695.6570,-84463436354.35710,1335828382.99124
353196847905.7710,85413107771.22860,-8835465962.70805
325155070944.0710,-5909037016.77142,1411013878.87219
324310706111.0430,-122128190505.74300,7530996327.72118
329111710942.8000,-162931903584.00000,-808374796.88421
337783098219.6860,102159414323.71400,-1831962160.25664
314672120179.1000,48729029145.10000,1197964330.26429
353587699357.5290,20632302806.07150,1335828382.99124
381826182365.1710,117483484250.02900,-8835465962.70805
319615369760.9290,-162146182117.72900,1411013878.87219
276575572927.2430,198015996927.05700,7530996327.72118
239793073947.4710,124056114464.82900,-808374796.88421
181656890992.5430,-177190066678.84300,-1831962160.25664
178579302942.1140,-116456731453.71400,1197964330.26429
196992322395.2290,-80249813090.02860,1335828382.99124
225563556789.9140,-133207170859.21400,-8835465962.70805
265477025714.4710,-129550954424.27100,1411013878.87219
264776480241.2000,338706225784.90000,7530996327.72118
345578986538.8710,218268842636.22900,-808374796.88421
